,All people aged 16 to 74,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed people aged 16 to 74: Aged 16 to 24,Unemployed people aged 16 to 74: Aged 50 to 74,Unemployed people aged 16 to 74: Never worked,Unemployed people aged 16 to 74: Long-term unemployed
S00106518,98,12,36,4,8,4,1,3,5,18,7,2,-,-,2
S00106519,74,11,34,3,3,4,12,3,1,-,3,-,2,-,2
S00106520,80,4,29,4,4,10,2,22,1,3,1,1,-,1,2
S00106521,49,3,17,3,2,5,8,3,6,2,-,-,-,-,1
S00106522,65,4,30,13,3,4,6,3,1,-,1,2,-,-,1
S00106523,75,6,44,8,2,6,5,2,1,1,-,-,-,-,-
S00106524,85,8,32,7,6,1,20,2,-,5,4,1,-,1,1
S00106525,95,12,39,3,6,9,9,1,8,4,4,2,-,1,1
S00106526,107,5,68,12,2,13,1,3,1,1,1,1,-,-,1
S00106527,80,3,51,8,2,3,7,3,-,1,2,1,-,-,-
S00106528,127,5,89,12,6,2,7,2,2,2,-,-,-,-,3
S00106529,72,4,46,8,2,7,2,2,-,-,1,-,-,-,1
S00106530,85,8,45,3,6,8,2,2,2,5,4,1,-,2,-
S00106531,90,6,38,8,8,10,5,4,1,6,4,7,-,4,-
S00106532,90,10,42,3,8,4,5,9,-,4,5,-,4,-,5
S00106533,136,16,64,15,2,11,11,11,2,4,-,1,-,-,-
S00106534,77,11,31,10,4,1,9,5,-,6,-,-,2,-,3
S00106535,74,1,42,6,-,3,4,10,4,1,3,-,-,-,-
S00106536,65,6,34,6,2,4,2,4,2,2,3,1,-,-,-
S00106537,42,5,17,1,6,6,-,3,1,2,1,2,2,-,1
S00106538,88,11,47,5,2,6,5,5,1,6,-,-,-,-,2
S00106539,50,4,25,8,2,1,7,3,-,-,-,-,-,1,1
S00106540,80,3,19,6,2,15,4,28,2,-,1,-,-,-,1
S00106541,68,2,32,1,1,4,1,24,3,-,-,-,-,-,1
S00106542,126,5,44,4,2,24,5,35,1,6,-,-,-,-,-
S00106543,93,5,38,13,2,8,3,20,3,-,1,-,-,-,1
S00106544,60,4,29,3,-,4,2,13,2,2,1,-,-,-,-
S00106545,76,4,16,3,1,9,7,24,3,8,1,-,-,-,1
S00106546,51,9,8,1,-,12,-,17,2,2,-,-,-,-,-
S00106547,117,7,28,1,4,17,3,54,1,1,1,-,-,-,2
S00106548,70,1,16,1,-,16,1,35,-,-,-,-,-,-,-
S00106549,110,6,36,2,1,11,3,48,1,1,1,-,-,-,-
S00106550,78,5,24,13,-,2,14,13,5,1,1,-,-,-,-
S00106551,63,7,31,5,-,2,10,5,2,1,-,-,-,-,-
S00106552,69,8,24,12,1,1,17,2,-,-,4,-,-,1,-
S00106553,48,4,15,7,2,-,15,2,2,-,1,-,-,-,1
S00106554,42,7,15,4,-,1,9,6,-,-,-,-,-,-,-
S00106555,71,7,28,13,-,1,14,4,1,1,2,-,-,-,-
S00106556,66,7,29,10,2,2,4,8,3,-,1,2,-,-,-
S00106557,61,6,19,6,2,1,11,5,7,4,-,1,-,1,-
S00106558,85,2,27,7,-,16,5,25,3,-,-,-,-,-,-
S00106559,76,9,24,5,2,20,6,10,-,-,-,-,1,-,1
S00106560,67,11,26,5,-,5,11,4,1,4,-,-,-,-,-
S00106561,65,14,27,5,1,-,8,7,3,-,-,-,-,-,-
S00106562,74,6,32,5,1,4,17,6,-,3,-,-,-,-,-
S00106563,47,2,23,5,1,3,8,1,-,2,2,-,-,-,-
S00106564,80,9,37,4,3,5,3,17,-,1,1,1,-,-,1
S00106565,80,1,32,3,6,4,12,8,3,4,7,-,2,-,3
S00106566,46,8,20,4,2,5,1,5,-,1,-,-,1,-,2
S00106567,56,10,18,3,2,2,12,5,3,1,-,-,2,-,1
S00106568,106,7,42,14,4,10,10,10,8,1,-,2,1,2,-
S00106569,135,21,38,19,4,4,30,12,4,2,1,1,-,-,1
S00106570,76,12,29,4,1,3,19,5,1,1,1,-,-,-,-
S00106571,49,7,19,2,1,-,13,2,1,3,1,-,-,-,1
S00106572,96,5,60,9,-,4,-,16,-,1,1,-,-,-,-
S00106573,127,13,73,6,3,12,3,14,2,-,1,-,1,-,1
S00106574,83,7,55,6,3,7,1,2,1,1,-,-,1,-,1
S00106575,57,8,34,3,-,6,4,1,-,1,-,-,-,-,-
S00106576,42,5,24,2,2,4,2,1,-,1,1,-,1,-,2
S00106577,59,5,29,1,1,8,1,11,3,-,-,-,-,-,1
S00106578,67,1,37,3,4,5,4,4,4,4,1,2,-,-,-
S00106579,59,4,26,4,3,6,4,6,1,2,3,-,-,-,1
S00106580,92,19,28,4,3,9,6,7,8,7,1,2,-,2,-
S00106581,59,9,15,5,9,1,5,3,6,5,1,2,3,1,4
S00106582,48,5,16,5,4,3,3,3,3,5,1,-,-,1,2
S00106583,90,8,39,16,2,4,12,3,5,-,1,-,1,-,-
S00106584,122,7,82,2,2,6,3,16,2,1,1,-,-,-,-
S00106585,105,3,59,4,6,8,2,20,2,-,1,-,-,1,2
S00106586,71,10,16,3,8,4,11,4,4,9,2,3,1,-,2
S00106587,60,8,27,-,3,2,12,2,2,4,-,2,-,2,-
S00106588,73,6,25,5,2,2,17,6,2,6,2,1,-,-,-
S00106589,71,17,30,4,5,2,4,4,2,2,1,5,-,-,-
S00106590,80,16,24,7,7,5,11,5,1,2,2,3,-,-,4
S00106591,97,14,28,4,5,3,16,18,6,1,2,2,1,-,4
S00106592,42,10,17,1,5,1,-,4,1,2,1,3,2,1,-
S00106593,60,6,30,3,2,2,16,1,-,-,-,-,-,-,1
S00106594,86,11,30,9,4,2,16,4,6,1,3,2,2,-,3
S00106595,55,3,18,8,2,3,7,14,-,-,-,-,1,-,2
S00106596,69,10,31,4,2,2,11,4,-,2,3,-,-,-,1
S00106597,71,12,36,4,4,4,6,2,2,-,1,1,2,1,-
S00106598,42,8,12,5,2,4,9,-,-,-,2,1,-,-,-
S00106599,17,-,9,-,-,1,7,-,-,-,-,-,-,-,-
S00106600,64,6,27,8,4,4,11,2,1,1,-,1,1,-,2
S00106601,67,5,36,11,1,2,5,5,2,-,-,-,-,-,-
S00106602,47,3,24,7,1,1,4,4,1,1,1,-,-,-,-
S00106603,69,11,31,6,2,4,12,1,2,-,-,1,-,-,1
S00106604,47,13,16,4,1,-,6,5,2,-,-,-,-,-,1
S00106605,45,2,19,5,2,2,3,2,9,1,-,1,-,-,1
S00106606,98,7,23,27,2,2,25,3,7,-,2,-,1,-,1
S00106607,36,8,12,3,-,-,8,2,1,1,1,-,-,-,-
S00106608,54,5,14,9,1,1,16,4,4,-,-,-,-,-,1
S00106609,45,7,17,-,1,3,11,3,2,1,-,-,1,-,-
S00106610,107,13,41,21,3,2,14,4,6,1,2,2,1,1,-
S00106611,126,23,47,18,2,6,22,7,1,-,-,1,-,-,-
S00106612,55,4,14,3,8,2,5,3,9,5,2,3,4,1,5
S00106613,85,14,26,2,7,4,8,3,10,10,1,-,2,-,5
S00106614,61,4,31,2,4,2,5,7,2,2,2,1,-,-,-
S00106615,101,10,50,5,10,1,5,6,7,3,4,1,3,3,3
S00106616,49,7,18,2,6,1,5,-,5,4,1,1,1,1,3
S00106617,39,5,15,4,-,-,11,-,1,2,1,-,-,-,-
S00106618,91,19,37,8,2,-,18,1,3,2,1,1,-,-,-
S00106619,100,7,23,3,25,6,4,8,5,14,5,16,2,12,7
S00106620,113,22,41,6,8,8,4,9,3,8,4,2,2,2,4
S00106621,72,6,24,9,1,1,20,4,5,-,2,-,1,-,1
S00106622,73,14,31,8,6,1,7,2,1,3,-,3,2,1,2
S00106623,88,13,36,11,3,2,15,2,2,1,3,-,1,-,2
S00106624,73,7,31,11,2,4,12,4,1,1,-,-,-,-,-
S00106625,49,11,20,5,1,3,8,-,1,-,-,-,-,-,-
S00106626,89,10,30,8,1,4,23,5,5,-,3,-,-,-,-
S00106627,43,7,17,4,1,1,7,3,2,-,1,-,1,-,-
S00106628,58,8,25,8,2,-,2,7,5,1,-,-,-,-,1
S00106629,84,10,34,4,4,1,19,4,1,6,1,1,1,-,1
S00106630,52,2,32,6,1,-,7,-,1,2,1,-,-,-,1
S00106631,96,19,32,11,3,2,10,3,8,5,3,1,2,-,2
S00106632,66,13,27,13,1,1,5,4,2,-,-,1,-,-,-
S00106633,85,14,35,13,3,5,10,2,1,1,1,1,-,-,1
S00106634,55,9,21,8,2,2,3,2,4,3,1,1,-,-,-
S00106635,83,16,34,9,3,1,11,1,4,2,2,1,-,2,-
S00106636,48,7,20,-,1,1,14,1,2,2,-,-,-,-,-
S00106637,104,22,33,5,6,6,9,10,6,4,3,3,1,3,-
S00106638,43,8,14,6,-,1,5,1,5,3,-,-,-,-,-
S00106639,83,10,24,3,11,4,3,5,5,14,4,5,2,3,6
S00106640,63,6,20,3,6,2,2,8,5,7,4,3,-,3,1
S00106641,72,10,25,3,3,3,6,2,6,7,7,2,-,-,1
S00106642,112,20,37,9,3,1,4,8,11,9,10,2,-,1,1
S00106643,130,24,42,6,7,1,13,8,11,14,4,1,-,-,5
S00106644,83,9,25,5,5,2,9,7,7,11,3,-,1,-,3
S00106645,44,6,13,1,2,2,9,1,5,4,1,1,-,1,-
S00106646,73,14,40,2,1,4,2,2,4,3,1,-,-,-,-
S00106647,68,14,17,6,6,-,1,2,6,7,9,2,1,1,2
S00106648,82,8,28,2,6,4,13,1,7,9,4,2,1,-,1
S00106649,87,13,31,6,4,3,5,16,4,4,1,1,-,1,2
S00106650,83,12,29,3,5,1,19,4,5,5,-,5,-,1,-
S00106651,64,3,18,9,1,-,21,8,4,-,-,-,1,-,-
S00106652,80,4,34,4,3,10,3,20,-,1,1,-,-,-,1
S00106653,91,12,33,7,4,3,18,4,4,4,2,3,-,1,1
S00106654,54,-,19,15,5,3,2,6,-,3,1,1,1,2,1
S00106655,48,6,15,6,1,2,11,3,1,-,3,-,-,-,-
S00106656,52,10,13,-,9,1,5,1,10,1,2,2,3,-,6
S00106657,96,12,30,4,9,-,7,6,12,13,3,4,-,3,3
S00106658,94,11,53,10,5,3,3,6,2,-,1,2,1,2,-
S00106659,59,6,34,6,-,2,5,4,-,1,1,-,-,-,-
S00106660,59,8,36,4,2,1,4,-,2,2,-,1,-,-,-
S00106661,50,4,12,4,1,-,22,1,-,5,1,-,-,-,1
S00106662,120,8,51,11,5,-,31,7,6,-,1,1,1,1,-
S00106663,93,13,21,15,1,2,29,2,5,4,1,-,-,-,1
S00106664,124,15,71,9,2,4,6,12,2,2,1,-,-,-,1
S00106665,93,19,28,4,3,5,12,5,2,10,5,1,1,-,3
S00106666,98,16,28,8,5,-,14,7,8,10,2,-,1,1,3
S00106667,66,11,25,6,1,1,10,1,3,4,4,-,-,-,1
S00106668,75,10,29,5,-,8,9,4,5,4,1,-,-,-,-
S00106669,68,10,21,4,1,4,24,1,3,-,-,1,-,1,-
S00106670,88,9,32,4,6,6,14,9,5,1,2,-,3,-,3
S00106671,46,3,10,3,4,-,18,2,3,2,1,1,1,-,2
S00106672,62,12,26,10,3,2,3,5,-,1,-,1,1,1,1
S00106673,66,12,32,4,2,-,11,1,1,2,1,1,1,-,-
S00106674,63,6,22,4,2,5,4,8,8,4,-,1,-,1,-
S00106675,64,15,19,10,2,-,11,1,4,-,2,2,-,-,-
S00106676,86,9,43,8,2,2,10,6,3,1,2,-,-,-,-
S00106677,57,7,22,3,3,1,10,3,3,3,2,3,-,-,-
S00106678,76,10,38,8,3,6,2,3,2,2,2,-,-,-,3
S00106679,85,5,37,12,1,1,19,3,5,2,-,-,-,-,-
S00106680,49,5,25,8,1,-,6,1,2,1,-,-,-,-,-
S00106681,84,7,59,6,-,2,4,3,1,2,-,-,-,-,-
S00106682,34,4,8,3,-,-,14,2,-,1,2,-,-,-,-
S00106683,91,10,42,3,2,3,17,7,-,5,2,1,-,-,-
S00106684,71,6,45,7,1,4,2,3,1,1,1,-,-,-,-
S00106685,48,2,18,8,2,2,8,3,2,3,-,1,-,2,-
S00106686,30,5,10,4,-,1,6,2,-,1,1,-,-,-,-
S00106687,41,10,13,1,5,2,3,-,4,3,-,-,2,-,2
S00106688,42,6,18,1,1,2,9,4,1,-,-,1,-,-,-
S00106689,46,8,20,4,1,1,11,-,-,1,-,-,-,-,-
S00106690,55,5,21,7,2,1,7,4,5,3,-,-,2,-,2
S00106691,66,10,33,9,2,1,5,1,2,3,-,-,-,-,1
S00106692,93,6,29,14,1,1,19,15,1,3,4,-,-,1,-
S00106693,63,6,22,3,3,1,19,2,2,5,-,1,1,1,1
S00106694,83,17,15,4,16,6,1,6,8,4,6,5,1,3,7
S00106695,94,11,27,4,23,3,2,1,5,9,9,3,4,2,13
S00106696,86,18,18,3,8,7,6,3,11,9,3,2,-,1,2
S00106697,70,9,22,1,10,1,3,6,8,5,5,-,3,-,8
S00106698,65,10,23,3,11,1,4,3,3,6,1,1,2,1,6
S00106699,79,11,26,1,9,4,7,6,5,9,1,4,-,1,5
S00106700,81,17,25,-,10,10,7,4,2,4,2,2,2,-,7
S00106701,65,15,18,5,7,4,3,-,4,9,-,2,-,1,4
S00106702,73,13,16,2,3,1,16,3,2,13,4,2,-,1,1
S00106703,91,10,40,12,-,4,19,4,1,-,1,-,-,-,-
S00106704,71,5,26,17,1,1,8,6,7,-,-,-,-,-,1
S00106705,37,6,14,7,-,2,6,-,2,-,-,-,-,-,-
S00106706,86,13,29,13,1,2,18,5,2,3,-,-,-,-,1
S00106707,39,5,9,5,2,3,14,1,-,-,-,-,-,-,-
S00106708,77,11,30,2,8,3,6,5,4,4,4,1,1,1,3
S00106709,56,7,18,5,2,-,11,4,6,3,-,1,1,-,-
S00106710,58,11,18,1,2,-,21,-,3,2,-,1,1,-,1
S00106711,114,15,54,17,1,2,16,2,4,3,-,-,-,-,1
S00106712,70,8,22,13,1,2,16,3,4,-,1,-,-,-,-
S00106713,64,9,36,5,2,2,6,4,-,-,-,-,1,-,2
S00106714,105,9,31,13,4,1,36,1,6,2,2,-,-,-,1
S00106715,46,6,21,4,1,1,4,7,-,-,2,-,-,-,1
S00106716,46,6,20,5,-,1,9,5,-,-,-,-,-,-,-
S00106717,97,2,29,4,1,7,5,46,-,1,2,-,1,-,1
S00106718,65,10,26,2,12,2,6,1,2,2,2,5,-,4,5
S00106719,77,11,35,9,2,2,9,-,-,6,3,1,-,-,1
S00106720,105,16,40,5,5,3,11,5,6,10,4,3,-,2,-
S00106721,127,8,50,7,17,2,17,6,3,11,6,2,-,1,11
S00106722,65,5,27,6,2,2,14,5,2,2,-,-,-,-,1
S00106723,66,3,17,5,-,11,1,23,1,4,1,-,-,-,-
S00106724,48,4,22,5,1,1,13,2,-,-,-,-,-,-,-
S00106725,120,10,48,10,8,5,3,30,1,3,2,1,2,-,2
S00106726,87,2,53,15,4,3,1,3,1,3,2,-,2,-,2
S00106727,72,5,46,6,2,2,6,2,-,2,1,1,-,-,1
S00106728,73,14,37,6,3,3,8,-,-,-,2,-,-,-,-
S00106729,52,8,27,5,1,5,2,1,1,-,2,1,-,-,-
S00106730,101,11,46,8,1,3,15,9,4,1,3,-,-,-,-
S00106731,53,12,19,4,1,1,13,1,1,-,1,-,-,-,-
S00106732,48,3,31,3,2,-,5,-,1,1,2,-,1,-,1
S00106733,64,5,19,5,7,1,3,13,2,7,2,1,2,1,3
S00106734,97,12,48,3,7,8,2,12,-,5,-,1,-,-,2
S00106735,79,5,25,1,3,5,15,10,1,14,-,-,2,-,3
S00106736,123,8,44,4,8,23,6,26,-,4,-,3,1,1,2
S00106737,104,3,29,7,3,18,2,40,1,-,1,2,1,-,1
S00106738,105,7,38,7,-,12,7,32,1,1,-,-,-,-,-
S00106739,126,4,16,7,2,26,11,53,1,6,-,-,-,-,-
S00106740,28,1,7,-,1,-,18,-,-,1,-,-,-,-,-
S00106741,54,3,21,1,-,-,16,10,2,-,1,-,-,-,-
S00106742,32,5,13,-,3,2,6,-,1,2,-,1,-,-,1
S00106743,104,17,38,2,3,2,17,6,7,10,2,-,1,-,1
S00106744,90,10,58,2,3,5,1,8,1,1,1,-,-,-,2
S00106745,57,7,37,1,2,3,4,1,-,1,1,1,-,-,-
S00106746,80,5,42,2,3,5,10,1,4,7,1,1,1,1,2
S00106747,58,11,24,5,2,2,7,3,2,2,-,1,-,-,2
S00106748,111,16,62,11,4,2,5,5,3,1,2,-,-,-,1
S00106749,55,10,28,3,1,1,6,3,1,1,1,1,-,-,-
S00106750,60,8,31,-,3,5,-,10,1,2,-,1,-,1,-
S00106751,65,8,32,4,4,2,3,2,2,2,6,-,-,1,2
S00106752,72,4,25,2,2,4,20,4,-,9,2,2,-,1,-
S00106753,102,12,40,7,15,1,5,8,3,9,2,5,2,3,5
S00106754,100,11,40,7,9,4,3,14,5,7,-,-,2,-,4
S00106755,79,9,33,10,2,8,3,9,1,2,2,-,1,-,1
S00106756,70,7,25,3,8,15,3,7,1,1,-,3,1,-,1
S00106757,60,2,34,5,3,3,8,3,1,1,-,-,-,-,2
S00106758,70,3,47,9,2,3,2,3,1,-,-,1,1,-,1
S00106759,63,10,27,5,2,4,1,10,3,1,-,1,-,-,-
S00106760,92,6,50,17,2,2,3,6,3,2,1,-,-,-,1
S00106761,47,4,19,5,4,4,1,7,3,-,-,2,1,-,3
S00106762,80,7,55,6,2,3,4,2,1,-,-,-,1,-,1
S00106763,83,12,47,7,4,3,2,3,-,3,2,2,-,2,-
S00106764,54,3,31,2,-,1,2,13,1,1,-,-,-,-,-
S00106765,55,6,32,4,5,3,-,4,-,-,1,5,-,1,-
S00106766,65,5,47,1,3,-,3,3,2,-,1,-,2,-,1
S00106767,74,8,37,3,4,1,2,7,2,8,2,-,2,-,3
S00106768,53,1,31,2,2,1,3,6,3,1,3,-,-,-,2
S00106769,75,13,13,2,4,-,23,-,-,19,1,-,1,1,3
S00106770,78,8,31,5,2,8,3,13,3,5,-,2,-,-,-
S00106771,103,8,53,3,2,8,3,21,1,2,2,1,-,1,-
S00106772,61,4,41,3,1,5,2,4,1,-,-,-,-,-,-
S00106773,75,5,37,6,1,2,4,15,-,4,1,-,-,1,-
S00106774,84,8,21,5,6,5,16,3,3,14,3,-,1,1,2
S00106775,50,7,18,1,3,2,12,-,2,3,2,1,-,1,2
S00106776,50,8,15,2,9,1,9,2,1,3,-,2,1,2,4
S00106777,58,8,12,1,5,-,21,-,2,6,3,2,-,-,3
S00106778,40,5,11,2,1,-,12,1,2,5,1,1,-,1,-
S00106779,65,6,25,4,1,2,13,1,3,7,3,-,-,-,-
S00106780,104,14,60,6,2,9,8,4,1,-,-,1,-,-,1
S00106781,48,2,27,5,2,3,3,3,1,2,-,-,-,-,-
S00106782,53,3,31,1,2,1,8,4,-,3,-,-,1,-,1
S00106783,88,14,48,5,4,-,6,5,1,4,1,-,2,1,1
S00106784,46,6,31,1,2,1,-,4,1,-,-,1,1,1,-
S00106785,55,2,37,5,5,1,2,2,-,1,-,1,-,1,2
S00106786,92,9,31,5,2,14,3,26,-,1,1,-,-,-,1
S00106787,106,5,31,2,2,8,4,49,3,2,-,-,-,1,-
S00106788,101,4,30,4,1,12,1,47,-,1,1,1,-,-,-
S00106789,71,1,17,2,3,9,-,36,-,1,2,1,-,-,-
S00106790,37,2,18,3,1,3,1,5,1,2,1,1,-,-,1
S00106791,94,9,38,6,3,9,5,20,1,3,-,1,1,1,-
S00106792,81,9,25,6,-,7,3,27,1,2,1,-,-,-,-
S00106793,34,1,-,-,-,-,29,1,1,2,-,-,-,-,-
S00106794,87,4,50,6,-,9,8,8,1,-,1,-,-,-,-
S00106795,81,7,38,4,3,7,2,18,-,2,-,1,-,-,2
S00106796,104,8,63,8,4,3,5,7,1,2,3,-,-,-,3
S00106797,46,6,26,4,3,3,1,-,2,1,-,-,-,-,3
S00106798,73,4,47,3,6,1,2,4,1,3,2,1,2,-,4
S00106799,62,8,28,3,3,7,1,8,1,3,-,-,1,-,1
S00106800,64,5,31,2,3,6,6,2,2,5,2,1,1,1,1
S00106801,68,11,27,3,6,5,3,3,-,9,1,-,1,-,-
S00106802,114,1,71,4,4,10,1,19,-,2,2,3,-,-,1
S00106803,79,2,53,5,-,5,5,3,1,5,-,-,-,-,-
S00106804,57,3,33,2,-,7,3,3,-,3,3,-,-,-,-
S00106805,75,8,41,-,1,7,2,10,-,4,2,1,-,-,-
S00106806,51,2,16,1,5,2,1,9,-,11,4,-,1,-,2
S00106807,78,8,27,4,4,1,6,13,-,6,9,1,-,1,2
S00106808,66,8,22,2,3,5,1,15,1,3,6,-,1,2,1
S00106809,70,3,39,3,5,6,-,7,-,6,1,-,2,-,1
S00106810,61,6,27,3,4,8,5,6,-,1,1,-,1,-,2
S00106811,46,4,25,2,-,3,-,8,1,1,2,-,-,-,-
S00106812,92,10,40,4,5,6,4,10,2,6,5,2,-,-,1
S00106813,58,7,21,3,4,7,1,4,-,9,2,-,1,-,2
S00106814,71,7,33,4,2,7,4,12,-,1,1,1,-,1,-
S00106815,64,5,33,6,2,7,1,4,1,1,4,2,-,-,-
S00106816,42,5,16,1,3,2,2,2,4,6,1,-,-,-,2
S00106817,57,10,22,1,4,-,14,-,3,2,1,-,1,-,2
S00106818,27,-,3,2,-,6,13,-,1,2,-,-,-,-,-
S00106819,97,7,58,10,2,6,3,1,4,5,1,-,1,-,1
S00106820,29,1,1,1,-,-,20,1,1,4,-,-,-,-,-
S00106821,75,10,27,4,5,2,21,-,4,1,1,2,2,-,1
S00106822,61,9,28,4,2,1,10,6,1,-,-,1,1,-,1
S00106823,78,18,36,8,-,-,14,1,1,-,-,-,-,-,-
S00106824,108,18,59,6,2,2,13,3,4,1,-,-,-,1,-
S00106825,97,8,65,4,6,3,7,2,2,-,-,1,1,-,3
S00106826,56,5,34,3,2,-,9,1,1,1,-,1,-,-,-
S00106827,67,6,38,8,2,3,8,1,-,1,-,2,-,-,1
S00106828,42,6,25,2,2,-,-,-,2,2,3,1,-,1,-
S00106829,78,9,35,2,5,3,6,4,9,3,2,-,1,-,4
S00106830,42,5,14,-,1,-,16,3,1,2,-,-,-,-,1
S00106831,78,10,23,5,8,8,5,2,4,12,1,2,2,-,3
S00106832,78,6,40,5,3,2,9,8,1,3,1,1,-,-,1
S00106833,66,12,25,4,2,2,8,3,1,5,4,1,-,1,-
S00106834,91,14,43,5,7,2,10,3,2,2,3,3,1,2,2
S00106835,44,7,24,1,3,2,4,2,-,-,1,2,1,1,1
S00106836,94,16,48,4,3,-,16,3,3,1,-,1,2,-,1
S00106837,57,4,23,3,3,2,15,3,2,2,-,1,-,-,-
S00106838,87,9,20,3,12,7,6,7,2,13,8,2,2,2,7
S00106839,93,19,25,3,19,1,7,5,3,8,3,-,1,-,9
S00106840,128,16,54,8,7,8,20,8,5,2,-,3,3,-,1
S00106841,115,17,53,13,4,7,11,5,4,-,1,2,-,1,1
S00106842,81,13,33,4,1,4,19,4,-,1,2,-,-,-,1
S00106843,48,5,24,2,3,2,8,3,1,-,-,1,1,-,3
S00106844,45,2,13,3,5,1,1,6,4,5,5,1,-,1,1
S00106845,49,6,11,4,10,-,2,-,5,7,4,-,-,1,4
S00106846,86,14,46,11,3,2,2,4,2,1,1,1,1,1,1
S00106847,67,9,36,8,1,2,8,1,1,-,1,-,-,-,-
S00106848,50,9,27,3,-,1,8,-,2,-,-,-,-,-,-
S00106849,112,20,62,5,2,3,8,5,5,2,-,1,-,1,1
S00106850,71,13,30,4,3,2,6,5,4,2,2,1,1,-,1
S00106851,102,12,45,14,-,6,19,5,1,-,-,-,-,-,-
S00106852,35,5,10,2,1,2,9,2,3,1,-,-,-,-,-
S00106853,108,14,48,6,6,4,18,6,4,-,2,2,1,2,1
S00106854,85,5,48,4,2,6,2,14,2,1,1,-,-,-,1
S00106855,56,9,19,3,4,2,1,2,5,8,3,-,2,1,1
S00106856,107,4,64,9,4,11,-,14,-,-,1,2,-,-,-
S00106857,88,4,47,4,4,16,2,7,2,1,1,2,-,-,-
S00106858,100,6,74,3,2,4,2,5,3,1,-,-,-,-,1
S00106859,55,3,25,2,4,9,1,7,1,3,-,-,1,-,2
S00106860,82,13,13,2,16,5,3,3,11,12,4,4,3,-,12
S00106861,90,22,10,4,13,4,1,3,10,14,9,3,3,1,10
S00106862,56,9,20,8,-,-,14,1,4,-,-,-,-,-,-
S00106863,92,13,33,11,3,2,16,4,6,3,1,1,2,-,2
S00106864,73,13,23,15,2,1,11,2,3,2,1,1,1,1,1
S00106865,102,11,36,20,-,7,7,9,4,4,4,-,-,-,-
S00106866,80,10,36,10,4,2,11,3,3,-,1,1,2,-,2
S00106867,106,11,52,17,3,1,11,6,5,-,-,2,1,1,-
S00106868,117,20,65,14,1,-,3,4,8,1,1,-,-,-,-
S00106869,65,8,21,16,1,3,5,5,3,3,-,-,-,-,-
S00106870,81,18,38,10,1,1,6,1,1,4,1,-,-,-,1
S00106871,464,6,25,8,8,135,-,270,2,5,5,2,-,3,1
S00106872,75,2,12,4,7,5,1,22,1,14,7,3,-,-,2
S00106873,267,9,25,9,11,44,5,144,-,15,5,2,1,-,6
S00106874,65,3,8,4,-,-,25,20,-,4,1,-,-,-,-
S00106875,67,1,33,8,2,1,3,18,-,1,-,-,-,-,1
S00106876,51,4,22,1,2,1,4,15,-,1,1,-,-,-,-
S00106877,94,9,18,7,8,18,4,12,3,13,2,2,2,-,6
S00106878,70,4,21,1,3,7,1,26,1,4,2,2,1,-,3
S00106879,172,7,43,6,7,39,6,61,-,2,1,2,-,-,2
S00106880,99,6,17,2,-,26,1,47,-,-,-,-,-,-,-
S00106881,81,3,30,15,3,1,4,23,-,-,2,-,1,-,1
S00106882,98,7,45,17,2,2,8,10,5,1,1,-,-,-,-
S00106883,153,3,62,24,-,8,3,36,4,9,4,-,-,-,-
S00106884,100,8,52,9,-,9,4,17,-,-,1,-,-,-,-
S00106885,88,3,52,11,2,3,-,14,-,1,2,-,-,-,-
S00106886,101,4,37,14,2,14,5,22,3,-,-,-,-,-,-
S00106887,60,4,24,4,1,16,2,7,-,-,2,-,-,-,-
S00106888,73,12,29,9,5,3,6,9,-,-,-,1,-,-,3
S00106889,51,-,27,5,-,3,-,13,-,1,2,-,-,-,-
S00106890,87,5,40,19,5,2,5,6,3,1,1,-,2,-,3
S00106891,66,6,32,9,4,1,12,1,-,-,1,-,-,-,1
S00106892,89,5,54,11,2,4,5,-,5,-,3,-,1,-,-
S00106893,110,8,75,14,2,1,5,3,1,-,1,-,1,1,-
S00106894,113,6,77,8,1,5,5,9,1,-,1,1,-,-,-
S00106895,78,3,59,3,1,3,1,6,-,2,-,1,-,-,-
S00106896,62,3,19,13,1,3,7,13,2,1,-,-,-,1,-
S00106897,86,2,27,15,2,4,13,19,4,-,-,-,-,-,1
S00106898,84,6,32,4,6,10,9,12,-,5,-,3,-,-,2
S00106899,51,3,15,1,2,1,7,16,1,5,-,1,-,1,-
S00106900,75,8,34,8,3,3,11,8,-,-,-,-,2,-,3
S00106901,53,3,15,12,-,3,3,15,2,-,-,-,-,-,-
S00106902,119,7,52,17,3,4,15,16,4,-,1,-,1,-,-
S00106903,47,1,16,13,-,2,5,4,6,-,-,-,-,-,-
S00106904,102,12,42,13,9,4,1,9,2,7,3,-,2,4,2
S00106905,79,5,43,10,1,6,2,12,-,-,-,-,-,-,-
S00106906,75,2,35,12,3,1,7,14,1,-,-,-,-,-,-
S00106907,91,2,33,13,-,5,7,26,3,1,1,-,-,-,-
S00106908,130,15,56,20,3,1,25,9,-,-,1,1,1,-,-
S00106909,110,6,33,1,3,25,-,40,-,2,-,1,-,1,-
S00106910,106,8,28,8,3,19,11,20,1,6,2,-,-,-,1
