OA_CODE,All people,0 to 4,5 to 7,8 to 9,10 to 14,15,16 to 17,18 to 19,20 to 24,25 to 29,30 to 44,45 to 59,60 to 64,65 to 74,75 to 84,85 to 89,90 and over,Mean age,Median age
S00104444,83,5,1,1,-,-,-,-,13,23,31,8,1,-,-,-,-,30.1,29
S00104445,114,9,-,1,1,2,1,1,13,40,42,3,-,1,-,-,-,27.2,28
S00104446,85,8,-,-,-,-,-,-,13,30,32,2,-,-,-,-,-,27.6,28
S00104447,108,10,1,1,1,-,-,1,10,25,47,7,-,2,2,1,-,30.9,30
S00104448,80,-,-,-,-,-,2,2,4,19,29,19,2,2,1,-,-,37.9,36
S00104449,85,1,1,1,-,-,1,3,3,19,35,14,2,3,1,-,1,36.7,33
S00104450,59,6,-,-,2,-,1,-,3,6,29,10,1,-,-,1,-,34.4,37
S00104451,135,5,-,2,1,-,-,1,14,33,50,15,6,4,4,-,-,34.8,31
S00104452,108,2,1,-,2,-,1,3,14,24,37,13,5,5,1,-,-,34.9,31
S00104453,66,-,-,-,-,-,-,3,8,18,22,9,3,3,-,-,-,35,31
S00104454,83,3,-,-,2,-,2,5,9,10,36,12,2,1,1,-,-,33.9,33
S00104455,143,9,2,-,1,-,-,-,16,43,42,22,1,5,2,-,-,32.6,30
S00104456,123,3,1,-,-,-,-,-,26,22,38,19,9,1,4,-,-,36.2,31
S00104457,91,6,2,-,-,-,2,1,7,15,26,16,7,6,2,1,-,38.3,35
S00104458,100,3,1,1,6,-,1,1,14,12,39,11,2,3,6,-,-,35.8,35
S00104459,179,-,-,-,-,-,4,1,6,17,24,6,2,12,45,27,35,67.9,81
S00104460,57,-,-,-,-,-,3,2,5,16,25,3,1,1,1,-,-,32.8,31
S00104461,70,2,-,-,1,1,2,-,5,18,24,14,2,1,-,-,-,34.4,33
S00104462,147,7,1,7,10,2,6,1,9,25,34,25,5,11,2,2,-,34.6,31
S00104463,103,1,-,-,2,1,1,5,20,6,30,15,6,8,5,-,3,41.2,38
S00104464,105,4,1,-,-,-,-,-,12,13,54,14,1,4,2,-,-,35.8,34
S00104465,56,2,-,-,-,-,-,1,11,11,19,10,-,2,-,-,-,33.4,30
S00104466,83,5,3,-,-,-,-,1,6,16,31,13,5,1,1,1,-,35,33
S00104467,63,-,-,-,1,-,-,2,4,4,9,16,3,17,7,-,-,52.7,55
S00104468,124,9,2,-,-,2,2,2,4,7,19,32,11,18,10,3,3,48.8,51
S00104469,90,8,2,-,5,1,1,1,3,3,16,22,13,9,5,1,-,43.8,47
S00104470,126,7,5,1,3,-,1,-,2,14,32,30,8,11,8,3,1,43.5,44
S00104471,119,7,2,1,1,-,2,-,2,20,18,37,5,13,9,1,1,45,47
S00104472,100,9,5,2,14,-,3,1,5,6,19,18,9,4,4,-,1,34.4,34
S00104473,140,9,3,4,7,2,5,3,8,6,24,28,8,26,6,1,-,42.1,44
S00104474,131,6,1,-,3,-,1,3,17,5,35,25,6,19,8,2,-,43.1,40
S00104475,127,6,2,4,5,-,-,2,11,11,30,30,7,7,10,2,-,40.8,39
S00104476,114,12,1,2,8,1,2,3,5,9,33,15,1,9,11,2,-,37.9,36
S00104477,101,2,-,-,4,5,1,3,3,2,15,27,9,10,16,3,1,50.6,52
S00104478,118,6,2,2,7,2,3,6,5,3,24,28,9,10,9,1,1,42,43
S00104479,83,4,4,1,3,2,-,4,3,3,8,22,6,11,10,2,-,46.7,51
S00104480,90,6,-,-,1,1,2,1,8,11,43,9,4,1,1,1,1,35.3,33
S00104481,66,1,-,1,2,-,1,-,3,2,22,15,6,9,3,1,-,46.6,47
S00104482,104,2,-,-,-,-,-,2,13,16,46,12,3,5,2,-,3,38.3,33
S00104483,70,3,1,-,-,-,-,-,6,24,21,13,1,1,-,-,-,34,30
S00104484,111,4,3,2,3,-,1,-,1,11,46,25,2,11,2,-,-,39.9,38
S00104485,95,4,-,1,-,-,1,2,9,17,25,8,10,12,5,1,-,41.5,33
S00104486,112,4,7,2,6,-,2,2,8,8,20,26,7,8,9,3,-,41.3,42
S00104487,129,8,2,1,4,-,-,3,18,33,40,12,3,4,1,-,-,31,29
S00104488,103,1,1,1,1,-,1,2,3,3,17,34,16,19,4,-,-,51.2,53
S00104489,113,4,3,-,1,2,2,2,7,7,27,32,4,13,6,1,2,44.9,45
S00104490,113,3,2,2,4,2,2,1,7,6,19,24,11,16,11,3,-,47,49
S00104491,112,6,2,2,1,-,-,1,11,13,26,27,2,10,10,1,-,42.3,37
S00104492,63,3,-,2,2,1,2,-,5,5,17,12,6,5,1,-,2,40.5,41
S00104493,100,7,-,-,3,-,-,1,7,11,12,16,5,20,15,2,1,49.5,54
S00104494,102,5,5,-,3,1,-,1,3,11,22,22,4,10,11,2,2,44.2,45
S00104495,212,22,15,12,15,-,4,8,10,7,32,48,10,11,16,1,1,35.7,38
S00104496,114,3,3,4,3,1,1,-,6,2,13,23,12,18,22,1,2,52.9,59
S00104497,117,3,5,4,4,-,1,4,8,11,36,22,5,9,5,-,-,38.3,37
S00104498,81,2,1,-,-,1,-,1,5,9,19,19,7,5,5,5,2,47.7,48
S00104499,89,6,5,1,3,-,1,5,-,12,23,13,4,6,10,-,-,39.2,40
S00104500,80,3,3,-,3,1,-,2,6,5,19,18,2,8,7,2,1,44.1,44
S00104501,71,4,3,-,2,1,2,3,4,9,20,9,2,6,3,3,-,38.7,36
S00104502,98,2,-,1,4,3,4,3,4,2,5,33,12,14,9,2,-,49.3,52
S00104503,86,2,3,-,4,-,1,2,3,2,9,20,7,12,16,4,1,53.2,58
S00104504,118,5,1,2,6,1,-,1,3,9,24,23,11,14,15,3,-,48,52
S00104505,164,-,3,5,8,3,5,2,8,2,8,53,17,26,19,2,3,51,56
S00104506,136,6,3,4,5,-,3,6,4,1,24,32,5,26,13,3,1,47.4,49
S00104507,114,6,5,3,6,-,1,6,5,2,20,23,11,17,8,1,-,43.9,48
S00104508,125,7,5,3,3,1,4,2,6,5,20,30,5,21,10,3,-,44.8,46
S00104509,106,5,3,4,4,1,2,-,5,-,17,22,11,18,13,-,1,48.7,54
S00104510,111,10,3,1,5,2,-,-,1,3,20,18,14,16,15,3,-,48.7,57
S00104511,94,6,1,-,1,1,2,1,3,2,18,21,10,20,6,2,-,49.5,53
S00104512,101,3,1,1,2,-,1,1,7,4,10,21,8,18,15,4,5,54.8,58
S00104513,102,12,6,-,3,-,-,1,2,-,25,17,8,17,9,1,1,44.7,46
S00104514,134,6,3,1,10,3,7,2,6,3,24,33,3,20,10,3,-,43.8,46
S00104515,115,7,2,1,2,2,1,3,5,3,24,20,11,17,9,5,3,48.2,50
S00104516,136,8,5,1,9,1,5,-,8,4,32,30,5,16,9,1,2,41.8,41
S00104517,145,7,5,4,13,2,2,4,10,6,19,33,7,17,14,2,-,42.1,45
S00104518,112,6,-,2,3,3,1,2,5,8,16,22,6,25,11,2,-,47.9,51
S00104519,112,4,-,1,6,1,3,-,2,2,14,28,14,13,20,3,1,53.2,57
S00104520,111,6,4,3,9,1,4,3,7,3,24,25,5,5,8,4,-,39.7,42
S00104521,62,1,-,-,-,1,-,1,-,1,6,2,1,14,18,6,11,72,77
S00104522,116,11,1,1,5,-,-,3,7,10,32,19,6,10,6,3,2,40.2,37
S00104523,55,3,3,-,1,-,1,-,3,11,11,16,1,4,1,-,-,37.9,39
S00104524,59,1,3,1,5,-,1,1,3,7,20,11,2,4,-,-,-,35.4,38
S00104525,57,6,-,1,2,-,-,1,5,5,16,10,2,4,5,-,-,38.5,35
S00104526,74,6,3,1,4,-,6,1,3,8,15,11,7,4,1,2,2,37.1,35
S00104527,120,4,6,7,13,1,3,2,6,7,29,25,3,10,4,-,-,35.4,37
S00104528,66,7,5,2,1,-,2,2,6,4,12,16,4,1,2,1,1,34.7,35
S00104529,72,4,-,-,4,1,1,1,8,3,17,16,2,8,5,1,1,42.8,43
S00104530,79,5,1,3,3,-,4,1,2,6,16,20,2,6,7,2,1,42.3,42
S00104531,90,6,2,-,3,1,1,3,7,6,20,17,6,9,9,-,-,42,42
S00104532,83,4,1,2,9,-,1,2,4,2,21,20,2,6,5,3,1,41,41
S00104533,78,3,1,5,1,2,3,1,4,4,18,19,6,6,2,1,2,41.5,44
S00104534,101,8,6,4,1,-,-,2,8,13,31,15,6,2,4,1,-,34.7,35
S00104535,89,6,1,-,4,-,3,2,7,10,27,14,6,7,2,-,-,36.9,35
S00104536,97,13,-,-,5,-,2,1,6,4,25,17,6,12,6,-,-,40.1,42
S00104537,68,6,1,-,5,-,-,4,3,4,14,17,2,5,6,1,-,39.6,42
S00104538,164,14,2,4,14,3,4,2,9,15,33,25,5,11,21,2,-,39.1,35
S00104539,97,8,6,1,3,-,3,4,5,2,18,22,6,12,7,-,-,40.5,42
S00104540,148,7,3,4,11,2,2,3,10,10,27,31,8,15,10,4,1,42,43
S00104541,99,12,2,-,4,-,3,3,11,12,11,18,5,8,8,2,-,38,35
S00104542,127,3,5,2,2,-,4,3,10,3,16,29,7,24,13,6,-,49.4,51
S00104543,79,4,2,1,11,1,-,1,11,7,14,9,3,7,7,1,-,36.7,33
S00104544,101,3,2,-,2,1,1,1,9,4,12,28,6,15,14,2,1,50.7,54
S00104545,120,5,4,-,8,-,4,4,1,2,22,37,14,4,11,3,1,45.7,50
S00104546,118,4,6,3,10,2,1,1,3,4,19,36,13,9,6,1,-,41.8,46
S00104547,121,2,1,2,5,1,5,3,10,5,10,42,9,16,6,3,1,46.3,50
S00104548,134,11,3,3,3,-,2,4,28,29,39,11,1,-,-,-,-,26.5,26
S00104549,91,5,3,1,1,-,1,4,21,16,35,2,-,1,1,-,-,27.7,27
S00104550,114,13,3,-,3,1,1,2,20,21,40,10,-,-,-,-,-,26.6,28
S00104551,89,4,2,-,6,-,1,1,2,6,27,17,5,11,6,1,-,42.7,42
S00104552,131,6,6,2,6,3,-,2,18,33,47,5,2,-,1,-,-,27.3,28
S00104553,106,5,3,1,6,-,2,2,25,18,26,9,3,5,1,-,-,29.9,27
S00104554,112,9,4,1,6,3,3,3,6,7,13,23,6,13,13,2,-,42.5,46
S00104555,108,10,6,1,5,1,1,4,6,11,17,19,2,5,12,8,-,40.8,38
S00104556,95,-,2,1,5,2,1,2,4,1,11,19,9,22,13,2,1,54,59
S00104557,66,2,1,1,-,-,-,1,3,8,3,4,7,13,16,4,3,59,66
S00104558,79,6,1,2,2,1,3,1,6,6,21,16,5,1,6,2,-,38.8,35
S00104559,110,9,2,3,6,1,3,5,4,6,19,27,4,11,8,2,-,40.5,43
S00104560,96,12,8,3,4,-,2,1,3,15,20,15,4,6,3,-,-,32.4,30
S00104561,102,2,7,-,6,1,3,2,3,12,31,18,1,12,4,-,-,37.6,36
S00104562,89,2,2,3,1,1,1,2,6,5,7,30,7,10,9,2,1,48.4,52
S00104563,77,2,4,3,3,-,3,2,2,14,15,5,1,5,16,2,-,42,34
S00104564,70,-,-,-,-,-,-,1,4,6,23,12,2,12,8,2,-,50.5,48
S00104565,188,8,10,6,12,-,1,4,9,12,34,43,13,27,6,3,-,41.4,44
S00104566,119,8,3,-,4,4,6,6,4,3,12,35,15,9,6,3,1,43.4,48
S00104567,114,1,2,3,4,-,6,4,9,2,7,35,9,22,6,4,-,48.5,53
S00104568,102,5,2,1,7,2,2,3,5,1,14,33,10,8,6,3,-,44.6,50
S00104569,123,4,2,3,6,-,5,5,1,2,14,38,6,9,21,5,2,50.1,52
S00104570,104,2,6,2,5,2,1,1,6,1,14,23,14,19,7,-,1,47.4,55
S00104571,102,4,4,3,5,1,3,2,2,4,18,22,4,19,10,1,-,45.4,48
S00104572,107,5,-,-,4,1,4,3,4,2,13,28,13,17,10,1,2,50.1,54
S00104573,126,9,2,-,5,-,3,1,6,22,43,10,11,9,5,-,-,36.6,34
S00104574,69,6,1,1,-,-,-,-,1,16,27,7,3,1,4,1,1,37.6,34
S00104575,116,7,5,2,5,1,2,5,6,8,26,26,11,5,6,1,-,39.4,41
S00104576,95,2,4,1,4,2,2,2,4,3,10,23,10,19,7,2,-,48.5,55
S00104577,110,9,1,2,3,2,4,5,6,1,29,29,5,8,6,-,-,39.7,41
S00104578,100,6,2,1,7,1,5,1,1,3,23,27,5,11,7,-,-,41.6,45
S00104579,111,10,3,1,4,1,2,1,5,2,15,41,9,10,7,-,-,43.1,49
S00104580,129,4,5,1,5,1,2,3,11,19,47,20,3,4,4,-,-,35.1,32
S00104581,148,12,1,2,2,2,-,1,9,10,53,27,5,7,15,2,-,40.8,39
S00104582,81,5,-,-,1,-,-,-,7,20,27,8,5,4,3,1,-,37.3,32
S00104583,155,12,2,1,4,-,1,4,11,27,73,15,3,-,-,-,2,31.7,31
S00104584,73,2,1,1,1,1,1,4,7,12,29,7,2,3,-,2,-,34.7,33
S00104585,143,10,2,3,2,-,2,1,9,19,59,19,2,10,2,2,1,35.8,34
S00104586,98,-,1,-,3,-,5,2,13,21,32,16,2,-,2,1,-,33.7,30
S00104587,107,12,3,3,5,-,2,1,4,4,29,25,8,6,3,2,-,37.7,39
S00104588,64,4,3,1,3,-,-,3,15,12,11,9,1,2,-,-,-,29,26
S00104589,118,8,7,4,8,2,1,1,1,-,31,26,15,5,9,-,-,40.8,43
S00104590,106,7,4,1,9,3,5,4,4,5,21,27,6,8,-,2,-,36.7,40
S00104591,83,3,4,-,4,-,2,2,3,5,20,26,3,6,4,1,-,41.5,44
S00104592,165,12,7,1,15,2,3,1,6,5,54,29,7,15,6,2,-,38,38
S00104593,98,13,-,-,3,1,4,5,5,7,33,13,2,6,4,2,-,35.1,35
S00104594,90,4,3,1,3,-,4,3,2,10,22,27,1,4,6,-,-,38.9,39
S00104595,86,9,-,-,1,-,-,2,4,11,39,11,3,5,1,-,-,35.3,35
S00104596,97,1,2,3,3,2,-,2,15,15,27,17,4,3,2,1,-,35.5,32
S00104597,106,17,1,-,-,-,-,1,8,19,39,9,5,3,3,1,-,32,33
S00104598,67,3,1,1,2,3,1,1,5,6,21,9,3,4,7,-,-,39.4,36
S00104599,114,8,4,4,5,2,-,2,10,10,30,24,6,8,1,-,-,35.3,38
S00104600,115,9,3,3,10,5,2,1,9,9,31,24,4,2,2,1,-,33,35
S00104601,149,13,1,3,6,1,4,8,15,19,37,26,4,4,7,1,-,33.9,30
S00104602,77,4,-,-,3,-,1,1,4,3,14,10,3,10,20,4,-,53.5,56
S00104603,78,1,2,1,5,1,2,2,4,3,13,16,5,7,13,3,-,48.5,52
S00104604,79,10,-,1,1,-,-,1,4,17,23,11,1,2,3,5,-,35.9,32
S00104605,92,2,5,3,4,-,4,2,2,-,15,33,5,9,7,1,-,44.4,48
S00104606,96,1,4,-,2,-,-,4,8,14,17,23,1,13,8,1,-,43.7,43
S00104607,101,1,1,-,6,2,2,2,9,15,20,19,8,8,5,1,2,41.4,38
S00104608,107,3,-,-,6,-,3,3,6,5,12,28,11,15,12,2,1,48.8,53
S00104609,125,5,3,1,10,2,4,2,2,3,18,28,12,14,18,2,1,47.5,52
S00104610,122,7,5,3,7,1,3,2,8,5,22,28,3,14,13,1,-,42.1,44
S00104611,141,7,4,3,9,1,3,4,4,3,24,27,12,27,10,2,1,45.4,48
S00104612,73,3,6,1,3,2,3,1,3,2,12,13,6,12,6,-,-,42.7,45
S00104613,119,3,3,5,6,2,2,2,8,4,20,35,4,11,11,3,-,44,47
S00104614,156,8,3,3,9,3,4,7,10,3,21,33,15,15,19,3,-,44.3,48
S00104615,151,10,4,4,8,-,6,3,8,5,20,44,11,22,3,3,-,41.9,47
S00104616,98,3,5,2,4,2,2,3,5,-,23,20,8,16,5,-,-,43.3,44
S00104617,98,5,2,3,2,-,4,1,5,3,17,27,9,15,5,-,-,44.7,50
S00104618,92,5,1,1,5,4,4,4,4,3,19,19,5,4,9,3,2,42,42
S00104619,121,5,2,4,7,-,7,6,7,4,17,33,14,13,2,-,-,40.4,46
S00104620,111,4,-,1,9,2,2,1,4,5,16,32,10,19,5,-,1,46.4,53
S00104621,69,7,-,-,4,2,3,1,8,10,17,10,3,3,1,-,-,32.3,29
S00104622,90,11,4,5,7,1,1,2,6,10,19,13,2,4,1,2,2,31.6,29
S00104623,144,5,4,3,5,2,4,5,11,6,21,34,15,16,10,3,-,44.5,47
S00104624,96,2,3,-,7,5,5,3,9,6,23,18,5,7,2,1,-,36.4,35
S00104625,98,10,6,1,14,1,4,-,7,8,25,12,-,6,4,-,-,30.3,28
S00104626,63,-,-,-,-,-,-,1,-,2,6,6,7,19,12,8,2,66.6,70
S00104627,88,1,1,2,3,2,2,3,10,5,12,23,7,7,7,3,-,44.7,48
S00104628,93,7,4,1,1,1,-,1,6,16,25,4,6,9,11,1,-,39.4,32
S00104629,72,6,3,2,6,3,2,1,-,-,21,12,3,5,7,1,-,39.4,41
S00104630,93,7,1,-,4,2,4,3,7,14,23,9,5,6,4,3,1,36.6,32
S00104631,91,3,6,2,6,2,3,2,2,3,19,23,5,7,7,1,-,40.9,43
S00104632,123,4,4,2,7,-,4,5,8,7,12,25,10,17,13,5,-,45.8,48
S00104633,130,4,5,4,14,1,1,3,2,1,25,35,15,9,8,2,1,42.9,46
S00104634,124,5,6,3,7,-,5,3,9,17,21,18,2,12,12,1,3,39.7,33
S00104635,128,3,3,1,6,-,3,3,4,3,22,36,7,18,14,5,-,49.1,50
S00104636,111,5,8,1,5,2,3,4,12,2,18,36,1,8,3,2,1,38.3,43
S00104637,66,3,2,1,2,-,2,-,1,6,12,9,8,10,8,1,1,47.8,49
S00104638,128,11,5,1,8,2,5,3,7,1,35,22,6,8,8,4,2,39.4,38
S00104639,143,7,6,1,7,2,2,1,8,8,30,30,6,13,19,2,1,44.2,44
S00104640,72,4,1,1,4,1,2,1,8,5,8,11,5,9,6,4,2,44.3,45
S00104641,121,6,2,3,6,2,4,1,9,4,19,32,3,15,11,3,1,44.1,47
S00104642,78,15,2,-,4,1,-,1,4,8,26,9,1,3,4,-,-,30.7,32
S00104643,70,1,1,3,4,2,1,2,4,6,19,16,1,7,3,-,-,39.3,40
S00104644,73,4,3,1,1,-,2,2,4,11,20,12,-,7,3,1,2,39,37
S00104645,73,3,4,-,3,-,1,2,6,6,19,15,4,4,5,1,-,39,36
S00104646,105,1,-,-,-,1,-,3,29,16,26,15,3,4,6,1,-,36.7,30
S00104647,56,1,-,-,-,-,-,-,10,1,23,16,1,2,2,-,-,41.3,42
S00104648,62,1,1,-,2,-,-,5,14,7,3,12,5,4,7,1,-,41.3,31
S00104649,67,1,-,-,1,-,1,9,8,10,14,9,7,5,2,-,-,38.1,31
S00104650,60,2,-,1,1,-,-,4,16,11,11,9,-,-,4,1,-,33.6,28
S00104651,87,3,1,1,2,1,-,3,11,11,23,12,6,5,7,1,-,40.1,36
S00104652,72,-,-,-,-,-,-,-,-,1,1,7,7,21,17,12,6,73.3,74
S00104653,86,-,-,-,1,-,1,3,11,16,33,15,-,2,1,2,1,37.2,33
S00104654,74,-,1,-,2,-,-,2,13,14,28,7,-,2,2,1,2,36,33
S00104655,96,2,-,-,2,-,-,-,15,15,33,15,2,4,6,2,-,39.2,32
S00104656,87,4,-,-,-,-,1,1,9,15,33,18,2,3,1,-,-,35.8,33
S00104657,110,11,-,-,-,-,-,-,6,27,28,24,6,3,4,1,-,36.8,33
S00104658,139,10,-,1,2,-,1,1,15,24,42,31,8,4,-,-,-,35,33
S00104659,120,5,2,1,1,-,-,-,9,49,39,10,4,-,-,-,-,30.8,29
S00104660,106,4,1,-,3,1,2,-,12,21,43,15,2,1,-,-,1,33.1,32
S00104661,217,8,6,1,4,-,-,-,22,27,54,15,8,11,21,23,17,48.3,39
S00104662,126,2,2,-,1,-,-,2,11,21,61,14,4,5,2,-,1,36.7,33
S00104663,113,9,1,-,-,-,-,2,13,13,40,24,3,2,5,1,-,36.4,34
S00104664,136,-,1,-,-,-,1,20,83,6,11,5,1,6,-,2,-,26.7,21
S00104665,146,5,-,-,-,-,1,9,54,26,30,10,2,2,6,1,-,29.9,25
S00104666,154,1,3,1,4,1,1,28,83,15,8,6,3,-,-,-,-,23.2,21
S00104667,99,1,1,-,-,-,-,18,55,5,7,8,2,2,-,-,-,26.2,21
S00104668,184,2,-,-,3,-,3,11,79,38,22,13,3,6,4,-,-,29.3,23
S00104669,191,3,-,-,1,-,1,28,103,26,20,4,1,4,-,-,-,24.6,21
S00104670,105,1,1,-,-,-,-,3,39,20,19,18,1,2,1,-,-,32,26
S00104671,128,-,-,1,-,-,3,19,63,7,22,7,1,3,1,1,-,27.5,21
S00104672,197,6,1,1,3,-,-,21,115,18,17,7,-,5,3,-,-,25.2,21
S00104673,117,1,1,-,-,-,1,9,58,17,16,6,-,2,6,-,-,29,23
S00104674,83,-,-,-,-,-,1,19,35,11,3,5,2,2,3,2,-,29.9,23
S00104675,164,2,1,-,2,-,-,10,85,33,14,7,3,5,1,-,1,27.4,23
S00104676,133,2,-,-,-,-,1,9,43,28,32,14,2,1,1,-,-,29.8,25
S00104677,129,3,3,-,-,-,-,3,57,28,22,6,3,3,1,-,-,28.2,24
S00104678,85,3,-,-,-,1,1,15,23,10,13,14,1,1,1,2,-,31.6,24
S00104679,121,4,-,-,-,-,-,14,27,43,17,7,1,2,6,-,-,29.9,26
S00104680,124,2,-,-,2,-,1,20,34,25,22,15,-,2,1,-,-,29.1,25
S00104681,116,1,1,-,2,-,-,6,48,15,23,13,2,1,2,2,-,31.2,25
S00104682,151,1,-,-,1,-,1,14,87,17,10,7,2,6,5,-,-,28.4,22
S00104683,131,-,2,-,-,-,1,24,62,20,8,9,-,3,1,1,-,26.4,22
S00104684,92,4,3,1,2,1,-,6,33,14,13,11,2,1,1,-,-,27.5,23
S00104685,123,2,-,-,2,-,-,6,40,24,22,16,6,-,4,1,-,32.7,26
S00104686,86,2,-,-,4,-,-,1,16,21,26,11,2,3,-,-,-,32.1,29
S00104687,94,2,-,1,2,-,1,7,32,14,31,2,-,2,-,-,-,28,25
S00104688,110,-,-,1,1,-,-,6,32,31,15,14,4,4,2,-,-,32.7,26
S00104689,105,2,-,2,-,-,1,2,24,11,12,9,5,10,20,6,1,47.4,39
S00104690,100,5,2,3,-,-,-,3,36,13,15,14,4,1,2,2,-,31.4,25
S00104691,104,5,2,-,3,1,1,5,28,21,24,9,2,-,1,2,-,29.5,26
S00104692,82,4,5,2,-,1,1,6,19,12,19,8,1,2,2,-,-,28.9,26
S00104693,111,1,1,3,5,1,3,4,20,13,27,23,2,6,2,-,-,35.2,31
S00104694,115,8,4,2,5,1,1,6,12,12,38,15,3,5,2,1,-,33.2,33
S00104695,117,3,3,-,11,1,2,4,19,10,34,11,9,4,4,2,-,34.6,31
S00104696,112,7,2,1,5,4,1,10,13,4,28,27,2,7,1,-,-,33.9,33
S00104697,108,3,3,1,4,1,2,2,34,18,24,7,2,7,-,-,-,30,25
S00104698,98,5,-,-,1,-,-,2,27,29,13,8,6,3,2,1,1,32.9,26
S00104699,88,9,4,-,3,-,2,4,5,13,16,21,5,5,1,-,-,35.4,35
S00104700,384,3,-,-,-,2,-,3,181,105,34,26,7,14,8,1,-,30.2,25
S00104701,97,3,-,-,2,-,1,6,11,19,23,18,2,5,6,1,-,37.9,33
S00104702,86,-,-,-,-,-,-,2,8,11,26,22,3,7,5,-,2,45.7,43
S00104703,147,-,-,1,-,-,-,21,73,4,3,5,3,12,17,2,6,37.3,21
S00104704,57,-,-,-,-,-,-,3,32,9,8,2,2,1,-,-,-,27,22
S00104705,73,-,-,-,1,-,-,1,15,12,35,6,2,1,-,-,-,32.5,31
S00104706,88,3,1,-,1,-,-,8,31,8,20,6,3,3,2,2,-,31.4,25
S00104707,151,2,1,2,1,-,2,13,61,22,24,9,7,4,3,-,-,29.5,23
S00104708,126,9,4,5,3,2,-,2,32,9,30,21,4,1,4,-,-,31.8,28
S00104709,97,5,1,3,2,1,1,5,33,16,20,7,2,1,-,-,-,26.8,24
S00104710,200,2,-,-,-,1,1,4,127,38,23,3,-,1,-,-,-,25,23
S00104711,166,3,-,-,3,-,1,14,81,19,19,8,10,3,4,1,-,29.5,22
S00104712,170,5,1,1,3,-,-,2,63,34,21,14,8,11,5,2,-,33.7,25
S00104713,223,7,2,1,9,1,3,23,62,26,37,33,7,6,5,1,-,31.6,25
S00104714,165,6,4,1,3,2,1,14,76,10,18,15,6,4,4,1,-,28.9,22
S00104715,130,6,1,1,2,1,-,5,22,18,25,28,6,11,3,1,-,38,35
S00104716,164,9,2,2,4,1,-,16,44,22,34,18,5,5,2,-,-,29.7,25
S00104717,156,2,4,2,4,1,-,4,67,15,34,16,2,3,2,-,-,28.6,23
S00104718,105,4,-,-,1,-,2,7,56,9,16,3,3,2,1,1,-,27.5,23
S00104719,155,7,1,-,3,1,1,6,79,10,21,15,5,5,-,-,1,28.5,22
S00104720,221,5,4,2,13,1,-,24,78,21,25,18,11,15,4,-,-,31,22
S00104721,133,1,1,-,2,1,-,14,69,23,14,5,-,1,2,-,-,25.5,22
S00104722,130,2,2,-,3,-,2,2,41,28,24,11,7,6,2,-,-,32.2,27
S00104723,111,1,2,-,1,1,1,3,42,27,23,5,1,3,1,-,-,28.8,26
S00104724,149,2,1,-,5,-,1,13,64,21,22,13,4,1,1,-,1,28,23
S00104725,175,6,3,2,5,-,2,22,80,11,18,14,1,8,1,2,-,27.7,21
S00104726,221,8,2,2,6,1,-,27,127,17,18,9,-,1,3,-,-,23.4,21
S00104727,182,4,4,-,6,2,2,7,71,26,25,24,4,5,1,1,-,29.4,24
S00104728,137,7,2,1,-,-,1,5,42,21,26,21,4,4,2,1,-,32.3,27
S00104729,213,8,-,-,2,-,5,14,104,25,19,22,5,2,6,1,-,28.8,23
S00104730,170,4,1,-,2,-,1,6,70,19,29,19,7,3,8,-,1,32.7,25
S00104731,97,5,6,3,4,-,2,7,22,7,15,15,4,4,3,-,-,30.8,23
S00104732,116,5,1,-,1,-,1,11,40,9,17,16,9,6,-,-,-,32.3,24
S00104733,138,1,2,1,4,-,-,8,61,21,16,15,2,3,-,4,-,30.2,24
S00104734,95,-,-,1,2,-,1,9,50,9,14,1,1,3,1,2,1,28.3,22
S00104735,157,7,4,3,6,3,-,21,74,10,20,6,1,-,1,1,-,23.4,21
S00104736,198,2,2,1,12,1,3,11,104,17,16,13,5,6,2,2,1,28,22
S00104737,131,7,4,2,5,1,-,3,59,10,17,12,1,8,2,-,-,28.7,22
S00104738,189,1,1,2,8,1,1,10,92,25,22,17,3,6,-,-,-,27.7,23
S00104739,108,-,4,1,3,-,1,3,13,11,19,22,8,14,6,1,2,44.6,44
S00104740,155,12,7,6,14,4,6,2,5,5,22,44,11,6,7,3,1,37.9,42
S00104741,82,3,1,1,-,-,1,-,2,3,10,7,4,8,16,18,8,64.5,75
S00104742,139,3,1,-,7,2,4,5,26,3,13,30,8,12,10,5,10,46.3,47
S00104743,165,4,3,2,3,1,4,14,70,17,20,17,6,3,1,-,-,28.4,22
S00104744,143,7,3,-,5,-,1,9,51,29,23,12,3,-,-,-,-,26.3,23
S00104745,95,4,-,-,2,-,1,7,34,14,18,8,3,2,2,-,-,29.7,24
S00104746,145,-,2,2,-,1,-,9,96,6,11,8,2,2,6,-,-,27.4,22
S00104747,109,4,1,-,-,-,1,5,42,25,15,11,2,1,2,-,-,28.8,25
S00104748,117,4,1,-,-,-,1,10,49,26,11,9,1,5,-,-,-,27.5,23
S00104749,100,2,1,-,4,-,1,11,38,11,15,8,3,3,3,-,-,29.5,22
S00104750,144,4,3,1,1,-,-,5,60,23,19,11,2,9,3,3,-,31.7,24
S00104751,79,1,-,-,4,2,-,2,22,16,15,9,2,4,1,1,-,32.9,26
S00104752,125,8,3,-,1,-,1,14,44,13,21,13,4,1,2,-,-,28,22
S00104753,101,1,-,2,1,-,-,-,37,12,9,11,8,12,4,1,3,40.3,27
