,All people,White,White: Scottish,White: Other British,White: Irish,White: Gypsy/Traveller,White: Polish,White: Other White,Mixed or multiple ethnic groups,"Asian, Asian Scottish or Asian British","Asian, Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British","Asian, Asian Scottish or Asian British: Indian, Indian Scottish or Indian British","Asian, Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Bangladeshi British","Asian, Asian Scottish or Asian British: Chinese, Chinese Scottish or Chinese British","Asian, Asian Scottish or Asian British: Other Asian",African,"African: African, African Scottish or African British",African: Other African,Caribbean or Black,"Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British","Caribbean or Black: Black, Black Scottish or Black British",Caribbean or Black: Other Caribbean or Black,Other ethnic groups,"Other ethnic groups: Arab, Arab Scottish or Arab British",Other ethnic groups: Other ethnic group
S00106526,115,103,48,19,5,-,25,6,-,11,3,7,-,-,1,-,-,-,-,-,-,-,1,1,-
S00106527,85,81,52,14,5,-,3,7,1,2,-,-,1,-,1,1,1,-,-,-,-,-,-,-,-
S00106528,133,124,85,15,4,-,7,13,1,4,1,-,-,3,-,4,4,-,-,-,-,-,-,-,-
S00106529,76,69,37,12,7,-,5,8,-,6,-,6,-,-,-,1,1,-,-,-,-,-,-,-,-
S00106530,94,90,49,10,4,-,25,2,-,3,-,2,-,-,1,-,-,-,-,-,-,-,1,-,1
S00106531,101,90,49,19,4,-,7,11,2,8,4,-,-,3,1,-,-,-,-,-,-,-,1,-,1
S00106532,102,91,69,11,2,-,1,8,-,10,-,8,-,1,1,1,1,-,-,-,-,-,-,-,-
S00106533,159,140,86,15,6,-,12,21,2,15,-,9,-,2,4,1,-,1,-,-,-,-,1,-,1
S00106534,92,78,59,9,-,-,5,5,-,14,10,-,2,1,1,-,-,-,-,-,-,-,-,-,-
S00106535,84,80,46,24,4,-,-,6,-,4,1,-,-,2,1,-,-,-,-,-,-,-,-,-,-
S00106536,72,63,25,19,3,-,-,16,1,7,-,-,-,7,-,-,-,-,1,1,-,-,-,-,-
S00106537,53,51,44,5,-,-,-,2,-,1,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-
S00106538,100,92,62,8,2,-,14,6,-,5,-,-,3,1,1,-,-,-,1,1,-,-,2,-,2
S00106539,62,60,39,15,1,-,-,5,-,1,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-
S00106540,89,73,38,22,4,-,-,9,1,15,1,7,-,4,3,-,-,-,-,-,-,-,-,-,-
S00106541,76,63,36,18,5,-,2,2,-,10,-,4,-,5,1,2,2,-,1,-,1,-,-,-,-
S00106542,133,105,43,20,6,-,10,26,4,22,-,-,-,16,6,1,1,-,-,-,-,-,1,1,-
S00106543,110,104,56,22,4,-,5,17,2,4,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-
S00106544,62,51,32,12,2,-,1,4,2,9,1,-,-,2,6,-,-,-,-,-,-,-,-,-,-
S00106545,87,60,40,7,5,-,1,7,-,25,5,2,-,14,4,1,1,-,-,-,-,-,1,1,-
S00106546,60,56,40,11,2,-,1,2,-,4,-,1,-,2,1,-,-,-,-,-,-,-,-,-,-
S00106547,125,76,28,32,1,-,2,13,3,40,-,2,1,30,7,1,1,-,-,-,-,-,5,5,-
S00106548,74,71,40,24,2,-,-,5,2,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00106549,124,112,52,35,8,-,-,17,2,10,5,3,-,1,1,-,-,-,-,-,-,-,-,-,-
S00106550,103,101,66,24,1,-,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
S00106551,90,90,64,17,1,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106552,92,87,59,22,1,-,-,5,2,2,1,-,-,1,-,-,-,-,1,1,-,-,-,-,-
S00106553,68,61,41,19,-,-,-,1,5,1,-,-,-,-,1,-,-,-,-,-,-,-,1,1,-
S00106554,55,52,28,16,1,-,1,6,-,2,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-
S00106555,94,91,74,16,1,-,-,-,-,2,1,-,-,1,-,1,1,-,-,-,-,-,-,-,-
S00106556,87,80,67,7,1,-,-,5,-,7,6,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00106557,99,95,80,7,-,-,-,8,-,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-
S00106558,97,86,47,17,3,-,-,19,-,5,1,3,-,-,1,-,-,-,-,-,-,-,6,6,-
S00106559,101,101,57,29,4,-,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106560,88,85,64,7,6,-,2,6,1,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00106561,109,105,81,17,7,-,-,-,2,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
S00106562,94,94,76,12,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106563,58,56,41,12,1,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106564,84,82,45,14,12,-,1,10,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,1,-
S00106565,103,96,68,13,1,-,2,12,-,7,-,4,-,3,-,-,-,-,-,-,-,-,-,-,-
S00106566,69,68,58,10,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106567,79,67,59,8,-,-,-,-,-,11,-,-,9,2,-,-,-,-,-,-,-,-,1,-,1
S00106568,142,133,89,35,2,-,1,6,-,9,-,-,-,6,3,-,-,-,-,-,-,-,-,-,-
S00106569,170,159,133,22,-,-,-,4,5,3,-,1,1,1,-,3,3,-,-,-,-,-,-,-,-
S00106570,97,97,80,15,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106571,69,68,57,10,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106572,99,89,62,9,4,-,2,12,2,7,-,4,-,3,-,-,-,-,-,-,-,-,1,-,1
S00106573,138,129,89,21,3,-,6,10,-,7,-,-,-,4,3,2,2,-,-,-,-,-,-,-,-
S00106574,100,97,80,13,2,-,1,1,-,3,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00106575,70,67,49,12,-,-,5,1,-,2,-,1,-,-,1,1,1,-,-,-,-,-,-,-,-
S00106576,51,45,30,5,-,-,5,5,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
S00106577,69,50,35,5,3,-,1,6,2,15,-,9,-,2,4,-,-,-,1,-,-,1,1,1,-
S00106578,69,65,43,12,2,-,-,8,-,1,-,-,-,-,1,3,3,-,-,-,-,-,-,-,-
S00106579,60,46,30,3,1,-,5,7,4,6,-,6,-,-,-,4,4,-,-,-,-,-,-,-,-
S00106580,134,118,110,5,1,-,-,2,-,6,-,6,-,-,-,8,8,-,2,-,2,-,-,-,-
S00106581,86,74,57,1,2,-,12,2,-,6,-,-,6,-,-,4,4,-,1,-,1,-,1,1,-
S00106582,60,60,57,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106583,117,114,63,35,2,-,1,13,-,2,-,2,-,-,-,-,-,-,1,1,-,-,-,-,-
S00106584,135,108,84,6,1,-,10,7,-,18,-,10,-,8,-,-,-,-,-,-,-,-,9,9,-
S00106585,119,85,55,11,1,-,13,5,-,17,6,2,-,6,3,14,14,-,1,-,1,-,2,2,-
S00106586,100,99,94,4,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106587,85,78,73,5,-,-,-,-,3,4,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-
S00106588,80,75,70,2,-,-,-,3,-,-,-,-,-,-,-,4,4,-,1,1,-,-,-,-,-
S00106589,102,96,93,3,-,-,-,-,-,6,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-
S00106590,106,96,89,4,1,-,1,1,1,8,-,-,-,4,4,-,-,-,-,-,-,-,1,-,1
S00106591,121,102,86,8,1,-,3,4,-,8,-,1,-,7,-,7,7,-,-,-,-,-,4,4,-
S00106592,52,52,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106593,85,85,80,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106594,121,117,98,12,4,-,-,3,1,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
S00106595,61,56,21,25,3,-,2,5,4,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00106596,91,90,84,2,3,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106597,93,91,85,5,1,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
S00106598,54,54,50,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106599,72,71,61,8,1,-,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00106600,85,79,74,3,-,-,-,2,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106601,80,74,51,16,2,-,-,5,1,5,3,-,-,2,-,-,-,-,-,-,-,-,-,-,-
S00106602,57,55,37,9,2,-,-,7,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
S00106603,90,90,74,9,2,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106604,69,68,65,-,1,-,-,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00106605,79,67,41,20,1,-,-,5,2,-,-,-,-,-,-,3,3,-,-,-,-,-,7,7,-
S00106606,130,126,94,26,-,-,-,6,3,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106607,56,56,50,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106608,70,68,55,11,2,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106609,66,63,50,12,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106610,151,142,100,35,4,-,-,3,-,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106611,173,163,120,37,3,-,-,3,1,8,3,4,-,1,-,-,-,-,1,1,-,-,-,-,-
S00106612,74,68,67,1,-,-,-,-,-,6,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-
S00106613,107,97,82,3,-,-,10,2,1,3,-,-,2,-,1,6,5,1,-,-,-,-,-,-,-
S00106614,70,60,43,4,1,-,5,7,1,9,4,-,-,4,1,-,-,-,-,-,-,-,-,-,-
S00106615,140,111,91,13,-,-,4,3,3,11,10,1,-,-,-,5,5,-,2,-,2,-,8,8,-
S00106616,60,51,41,4,-,-,5,1,-,6,-,-,-,6,-,3,3,-,-,-,-,-,-,-,-
S00106617,50,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106618,105,101,94,4,-,-,-,3,-,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-
S00106619,127,109,79,8,-,1,20,1,-,8,8,-,-,-,-,10,10,-,-,-,-,-,-,-,-
S00106620,157,131,108,5,-,-,15,3,-,16,13,3,-,-,-,10,10,-,-,-,-,-,-,-,-
S00106621,104,104,72,26,2,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106622,94,86,80,5,-,-,-,1,-,8,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-
S00106623,119,113,103,6,-,-,1,3,-,1,1,-,-,-,-,4,4,-,-,-,-,-,1,1,-
S00106624,99,94,71,18,-,-,2,3,-,4,-,-,-,-,4,-,-,-,-,-,-,-,1,-,1
S00106625,65,64,56,4,-,-,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106626,125,121,95,19,-,-,-,7,-,3,1,-,-,2,-,-,-,-,-,-,-,-,1,1,-
S00106627,55,55,51,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106628,82,77,48,17,1,-,3,8,2,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106629,105,104,93,4,-,-,2,5,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00106630,56,56,40,14,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106631,157,152,134,9,-,-,5,4,4,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
S00106632,93,93,75,15,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106633,105,100,66,27,1,-,2,4,3,1,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-
S00106634,76,70,66,4,-,-,-,-,-,5,1,3,-,1,-,1,1,-,-,-,-,-,-,-,-
S00106635,106,101,88,4,-,-,3,6,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106636,68,59,52,2,-,-,3,2,3,3,-,3,-,-,-,3,3,-,-,-,-,-,-,-,-
S00106637,144,103,86,6,-,-,5,6,6,31,11,-,-,9,11,2,2,-,-,-,-,-,2,2,-
S00106638,65,63,58,4,-,-,-,1,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106639,100,99,86,6,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
S00106640,92,53,43,-,-,1,7,2,-,28,11,4,-,8,5,9,9,-,2,-,2,-,-,-,-
S00106641,93,84,74,-,-,-,10,-,-,8,6,-,-,2,-,1,1,-,-,-,-,-,-,-,-
S00106642,145,92,76,7,-,-,8,1,-,53,27,-,-,14,12,-,-,-,-,-,-,-,-,-,-
S00106643,189,173,162,3,3,-,1,4,1,10,5,1,-,3,1,5,5,-,-,-,-,-,-,-,-
S00106644,104,80,61,2,3,-,11,3,3,14,2,4,1,5,2,5,5,-,-,-,-,-,2,1,1
S00106645,73,64,58,6,-,-,-,-,-,9,4,-,-,-,5,-,-,-,-,-,-,-,-,-,-
S00106646,103,75,47,5,-,-,21,2,1,21,5,5,7,-,4,3,3,-,-,-,-,-,3,3,-
S00106647,102,102,94,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106648,103,103,83,11,1,1,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106649,115,92,69,5,-,-,15,3,-,23,11,5,-,4,3,-,-,-,-,-,-,-,-,-,-
S00106650,119,115,97,11,2,1,-,4,-,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-
S00106651,90,88,60,26,-,-,-,2,-,2,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00106652,80,70,39,18,7,-,-,6,-,9,-,-,-,4,5,-,-,-,1,1,-,-,-,-,-
S00106653,124,109,93,13,-,-,-,3,1,11,2,1,-,4,4,1,1,-,-,-,-,-,2,2,-
S00106654,73,52,42,7,1,-,-,2,3,15,11,3,-,-,1,-,-,-,-,-,-,-,3,3,-
S00106655,56,40,36,1,-,-,-,3,-,16,6,4,-,-,6,-,-,-,-,-,-,-,-,-,-
S00106656,85,78,71,-,-,-,7,-,-,6,1,-,-,4,1,-,-,-,-,-,-,-,1,1,-
S00106657,168,140,134,3,-,-,3,-,1,21,20,1,-,-,-,-,-,-,6,2,4,-,-,-,-
S00106658,116,101,70,21,3,-,-,7,-,14,4,3,-,5,2,1,1,-,-,-,-,-,-,-,-
S00106659,70,66,38,17,4,-,-,7,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106660,71,69,41,19,1,-,1,7,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106661,205,204,177,16,5,-,1,5,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00106662,160,148,100,25,3,-,-,20,3,9,4,4,-,1,-,-,-,-,-,-,-,-,-,-,-
S00106663,123,115,107,3,1,-,-,4,-,6,4,-,-,-,2,2,2,-,-,-,-,-,-,-,-
S00106664,146,139,115,10,3,-,4,7,-,3,-,-,-,-,3,1,1,-,-,-,-,-,3,3,-
S00106665,114,102,95,3,-,-,3,1,1,10,-,6,-,4,-,-,-,-,-,-,-,-,1,1,-
S00106666,138,130,118,10,-,-,-,2,-,3,-,-,-,-,3,4,4,-,1,-,1,-,-,-,-
S00106667,90,74,69,3,1,-,-,1,-,16,1,4,-,5,6,-,-,-,-,-,-,-,-,-,-
S00106668,115,94,88,2,3,-,-,1,-,21,4,13,-,-,4,-,-,-,-,-,-,-,-,-,-
S00106669,86,85,74,11,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106670,120,102,90,9,2,-,-,1,-,16,8,-,-,8,-,1,1,-,-,-,-,-,1,1,-
S00106671,64,56,49,2,-,-,5,-,1,-,-,-,-,-,-,5,5,-,1,1,-,-,1,1,-
S00106672,79,73,67,5,1,-,-,-,3,2,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1
S00106673,94,86,84,-,2,-,-,-,-,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106674,75,74,58,15,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
S00106675,90,90,80,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106676,110,109,84,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
S00106677,88,88,79,6,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106678,93,89,73,9,2,-,4,1,-,4,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-
S00106679,105,104,85,14,1,-,-,4,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00106680,57,56,32,18,1,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106681,103,103,74,16,2,-,4,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106682,69,69,54,14,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106683,113,110,75,18,2,-,7,8,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106684,73,71,38,18,4,-,-,11,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106685,58,48,34,11,2,-,-,1,3,7,4,1,-,2,-,-,-,-,-,-,-,-,-,-,-
S00106686,80,77,68,7,1,-,-,1,-,2,-,-,2,-,-,1,1,-,-,-,-,-,-,-,-
S00106687,66,66,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106688,68,60,47,9,1,-,-,3,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106689,70,70,62,6,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106690,64,63,50,8,1,3,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106691,91,91,82,1,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106692,144,133,91,29,3,-,-,10,3,8,-,-,5,3,-,-,-,-,-,-,-,-,-,-,-
S00106693,86,79,70,4,-,-,1,4,2,4,-,-,-,1,3,-,-,-,1,-,1,-,-,-,-
S00106694,114,100,80,-,2,-,15,3,-,1,-,1,-,-,-,13,13,-,-,-,-,-,-,-,-
S00106695,107,102,77,3,3,-,15,4,-,-,-,-,-,-,-,4,4,-,1,-,-,1,-,-,-
S00106696,126,106,95,5,-,-,5,1,1,3,-,3,-,-,-,14,14,-,2,-,-,2,-,-,-
S00106697,101,91,56,3,2,-,27,3,-,10,5,-,3,2,-,-,-,-,-,-,-,-,-,-,-
S00106698,91,91,79,5,1,-,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106699,107,101,100,1,-,-,-,-,-,-,-,-,-,-,-,5,5,-,1,-,1,-,-,-,-
S00106700,110,99,74,3,-,-,21,1,2,3,-,-,-,-,3,6,6,-,-,-,-,-,-,-,-
S00106701,89,79,75,2,1,-,-,1,1,7,-,3,2,-,2,2,1,1,-,-,-,-,-,-,-
S00106702,99,95,85,9,1,-,-,-,-,4,-,1,-,-,3,-,-,-,-,-,-,-,-,-,-
S00106703,128,122,102,15,2,1,-,2,2,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-
S00106704,114,112,95,15,-,-,-,2,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106705,57,55,35,16,1,-,-,3,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
S00106706,111,101,87,14,-,-,-,-,-,10,-,3,-,2,5,-,-,-,-,-,-,-,-,-,-
S00106707,60,60,47,8,2,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106708,95,93,81,7,2,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
S00106709,71,53,41,6,1,1,-,4,3,15,5,-,-,6,4,-,-,-,-,-,-,-,-,-,-
S00106710,86,86,72,5,8,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106711,157,155,129,23,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2
S00106712,91,87,72,9,1,-,-,5,1,2,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-
S00106713,95,89,69,13,5,-,1,1,-,3,-,2,-,-,1,3,3,-,-,-,-,-,-,-,-
S00106714,155,137,116,19,2,-,-,-,2,16,4,5,7,-,-,-,-,-,-,-,-,-,-,-,-
S00106715,65,55,51,4,-,-,-,-,-,10,7,-,-,3,-,-,-,-,-,-,-,-,-,-,-
S00106716,55,54,47,5,1,-,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00106717,99,71,38,14,5,-,-,14,1,25,-,-,-,20,5,-,-,-,1,1,-,-,1,1,-
S00106718,83,74,63,7,1,-,3,-,-,8,1,4,-,3,-,1,1,-,-,-,-,-,-,-,-
S00106719,95,86,76,3,-,-,4,3,-,5,-,3,2,-,-,2,2,-,1,-,-,1,1,-,1
S00106720,132,130,121,9,-,-,-,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00106721,174,163,129,19,4,1,7,3,-,6,-,-,-,6,-,2,2,-,-,-,-,-,3,3,-
S00106722,102,95,71,14,2,-,6,2,-,5,-,5,-,-,-,-,-,-,-,-,-,-,2,2,-
S00106723,71,69,28,20,3,-,-,18,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,1
S00106724,63,63,55,6,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106725,127,98,51,12,4,1,1,29,4,18,5,2,-,7,4,-,-,-,-,-,-,-,7,5,2
S00106726,93,90,63,17,2,-,2,6,1,-,-,-,-,-,-,1,1,-,-,-,-,-,1,-,1
S00106727,82,80,49,20,3,-,1,7,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00106728,84,80,52,12,1,-,9,6,1,2,-,2,-,-,-,1,1,-,-,-,-,-,-,-,-
S00106729,62,60,37,10,3,-,4,6,-,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-
S00106730,142,135,89,31,1,-,-,14,3,2,-,1,-,-,1,1,1,-,-,-,-,-,1,-,1
S00106731,73,71,59,9,2,-,1,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00106732,57,55,35,14,3,-,-,3,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
S00106733,70,55,36,13,3,-,-,3,-,13,-,1,-,9,3,-,-,-,-,-,-,-,2,-,2
S00106734,106,102,48,27,4,-,2,21,-,3,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-
S00106735,85,81,66,3,2,-,-,10,1,1,-,-,-,1,-,-,-,-,2,2,-,-,-,-,-
S00106736,134,126,64,24,5,-,4,29,1,4,4,-,-,-,-,1,1,-,1,1,-,-,1,1,-
S00106737,108,92,38,37,5,-,-,12,1,14,-,3,-,8,3,-,-,-,1,1,-,-,-,-,-
S00106738,118,102,61,21,8,-,1,11,1,14,-,1,-,11,2,1,1,-,-,-,-,-,-,-,-
S00106739,149,138,72,44,4,1,1,16,-,8,-,3,-,1,4,-,-,-,1,-,1,-,2,-,2
S00106740,54,53,42,10,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00106741,67,58,47,7,-,-,-,4,-,9,-,-,-,8,1,-,-,-,-,-,-,-,-,-,-
S00106742,52,50,47,3,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-
S00106743,135,125,116,7,1,-,-,1,2,3,1,-,-,1,1,5,5,-,-,-,-,-,-,-,-
S00106744,100,91,50,11,3,-,12,15,3,6,1,3,1,-,1,-,-,-,-,-,-,-,-,-,-
S00106745,68,61,45,4,2,-,8,2,-,7,-,5,1,1,-,-,-,-,-,-,-,-,-,-,-
S00106746,101,101,76,9,2,-,11,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106747,75,67,66,1,-,-,-,-,-,8,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-
S00106748,145,131,120,11,-,-,-,-,-,12,4,2,4,2,-,-,-,-,-,-,-,-,2,-,2
S00106749,78,73,69,3,1,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00106750,71,69,49,7,-,-,2,11,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-
S00106751,85,69,49,8,1,-,1,10,2,9,1,2,-,1,5,4,4,-,-,-,-,-,1,-,1
S00106752,92,90,79,5,1,-,2,3,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
S00106753,116,106,72,11,2,-,12,9,1,6,1,2,-,2,1,1,1,-,2,2,-,-,-,-,-
S00106754,113,107,58,18,5,-,13,13,-,5,-,1,-,1,3,1,1,-,-,-,-,-,-,-,-
S00106755,82,74,36,14,4,-,7,13,1,7,6,-,1,-,-,-,-,-,-,-,-,-,-,-,-
S00106756,76,60,24,10,6,-,6,14,-,15,4,1,-,-,10,-,-,-,-,-,-,-,1,1,-
S00106757,61,58,35,7,6,-,5,5,-,3,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-
S00106758,73,71,45,13,4,-,1,8,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
S00106759,71,66,35,11,4,-,4,12,3,1,-,-,-,-,1,-,-,-,-,-,-,-,1,1,-
S00106760,106,101,64,16,6,-,2,13,1,1,-,-,-,-,1,2,2,-,1,-,1,-,-,-,-
S00106761,60,47,27,6,-,-,-,14,-,12,6,6,-,-,-,-,-,-,-,-,-,-,1,1,-
S00106762,93,87,57,12,5,-,3,10,3,1,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1
S00106763,87,80,50,13,1,-,11,5,1,2,1,1,-,-,-,1,1,-,-,-,-,-,3,3,-
S00106764,57,44,25,3,2,-,9,5,2,10,-,4,-,-,6,1,1,-,-,-,-,-,-,-,-
S00106765,60,56,40,7,3,-,5,1,-,4,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-
S00106766,72,70,47,8,-,-,6,9,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,-
S00106767,79,67,41,11,2,-,5,8,-,10,2,5,-,-,3,1,1,-,-,-,-,-,1,1,-
S00106768,56,50,33,9,-,-,3,5,-,5,3,2,-,-,-,-,-,-,-,-,-,-,1,1,-
S00106769,91,89,79,7,2,-,-,1,-,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-
S00106770,88,77,42,13,7,-,-,15,-,11,3,-,4,3,1,-,-,-,-,-,-,-,-,-,-
S00106771,111,74,43,7,6,-,9,9,-,37,5,10,-,1,21,-,-,-,-,-,-,-,-,-,-
